x	y
0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	-9.512294245007140159e-01
2.000000000000000000e+00	-3.310634203736478298e+01
3.000000000000000000e+00	-7.725903883683926665e+01
4.000000000000000000e+00	-1.442127963786866189e+02
5.000000000000000000e+00	-2.363897400542637399e+02
6.000000000000000000e+00	-3.493154723316667969e+02
7.000000000000000000e+00	-4.710414079195516024e+02
8.000000000000000000e+00	-6.073333938560580236e+02
9.000000000000000000e+00	-7.547490546039063020e+02
1.000000000000000000e+01	-9.180403556424464568e+02
1.100000000000000000e+01	-1.091762255103215921e+03
1.200000000000000000e+01	-1.273358769323454226e+03
1.300000000000000000e+01	-1.461176127616145550e+03
1.400000000000000000e+01	-1.649499998787987124e+03
1.500000000000000000e+01	-1.839593100270794366e+03
1.600000000000000000e+01	-2.032085568324035648e+03
1.700000000000000000e+01	-2.228180937332533176e+03
1.800000000000000000e+01	-2.428695343929450246e+03
1.900000000000000000e+01	-2.632347301603678261e+03
2.000000000000000000e+01	-2.838542263425710189e+03
2.100000000000000000e+01	-3.041629269274149920e+03
2.200000000000000000e+01	-3.244619050509179942e+03
2.300000000000000000e+01	-3.450802210679066320e+03
2.400000000000000000e+01	-3.657326787930309365e+03
2.500000000000000000e+01	-3.868995517720925818e+03
2.600000000000000000e+01	-4.078108593101265797e+03
2.700000000000000000e+01	-4.278988683074239816e+03
2.800000000000000000e+01	-4.486328810367278493e+03
2.900000000000000000e+01	-4.699291619835469646e+03
3.000000000000000000e+01	-4.909781768900421412e+03
3.100000000000000000e+01	-5.113029592024879094e+03
3.200000000000000000e+01	-5.319725637645062307e+03
3.300000000000000000e+01	-5.529056379202977951e+03
3.400000000000000000e+01	-5.731954526780003107e+03
3.500000000000000000e+01	-5.944716570859672174e+03
3.600000000000000000e+01	-6.160883213229622925e+03
3.700000000000000000e+01	-6.373141240486615970e+03
3.800000000000000000e+01	-6.577902057956256613e+03
3.900000000000000000e+01	-6.787933972277358407e+03
4.000000000000000000e+01	-6.995386413896651902e+03
4.100000000000000000e+01	-7.195340643481867119e+03
4.200000000000000000e+01	-7.397511258958608778e+03
4.300000000000000000e+01	-7.603196930381418497e+03
4.400000000000000000e+01	-7.799977038029098367e+03
4.500000000000000000e+01	-8.004030254254907959e+03
4.600000000000000000e+01	-8.208606247311492552e+03
4.700000000000000000e+01	-8.410195154526250917e+03
4.800000000000000000e+01	-8.617902790357526101e+03
4.900000000000000000e+01	-8.820063826529103608e+03
5.000000000000000000e+01	-9.020940266793924820e+03
5.100000000000000000e+01	-9.227352905697307506e+03
5.200000000000000000e+01	-9.432666341043694047e+03
5.300000000000000000e+01	-9.641452778830887837e+03
5.400000000000000000e+01	-9.852368887245895166e+03
5.500000000000000000e+01	-1.006370716737784460e+04
5.600000000000000000e+01	-1.027574988798892809e+04
5.700000000000000000e+01	-1.048539502497909598e+04
5.800000000000000000e+01	-1.069382797247852614e+04
5.900000000000000000e+01	-1.090249663016482373e+04
6.000000000000000000e+01	-1.110736172940833603e+04
6.100000000000000000e+01	-1.131136437087671220e+04
6.200000000000000000e+01	-1.151354386996341782e+04
6.300000000000000000e+01	-1.171924943729147890e+04
6.400000000000000000e+01	-1.192403158896564310e+04
6.500000000000000000e+01	-1.212768127595123769e+04
6.600000000000000000e+01	-1.233315380285975880e+04
6.700000000000000000e+01	-1.254171409732283610e+04
6.800000000000000000e+01	-1.275113212456992733e+04
6.900000000000000000e+01	-1.295710706016572294e+04
7.000000000000000000e+01	-1.316761033273033354e+04
7.100000000000000000e+01	-1.337661032913843883e+04
7.200000000000000000e+01	-1.358757688317739667e+04
7.300000000000000000e+01	-1.379681461104604932e+04
7.400000000000000000e+01	-1.400253511904386505e+04
7.500000000000000000e+01	-1.421154444468134352e+04
7.600000000000000000e+01	-1.441873008588981975e+04
7.700000000000000000e+01	-1.462070008935236001e+04
7.800000000000000000e+01	-1.482859293778828760e+04
7.900000000000000000e+01	-1.503980642825818359e+04
8.000000000000000000e+01	-1.525462115614551658e+04
8.100000000000000000e+01	-1.546586138809312433e+04
8.200000000000000000e+01	-1.567001266201765611e+04
8.300000000000000000e+01	-1.587955666217202997e+04
8.400000000000000000e+01	-1.608466662324553363e+04
8.500000000000000000e+01	-1.629602079923416568e+04
8.600000000000000000e+01	-1.650075097047778036e+04
8.700000000000000000e+01	-1.670048701244542099e+04
8.800000000000000000e+01	-1.689693043915984163e+04
8.900000000000000000e+01	-1.708788267823693241e+04
