x	y
0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	-9.512294245007140159e-01
2.000000000000000000e+00	-1.856066842536673533e+00
3.000000000000000000e+00	-2.716774818961731341e+00
4.000000000000000000e+00	-3.717297911683864253e+00
5.000000000000000000e+00	-4.747941338921588539e+00
6.000000000000000000e+00	-5.933564812052502191e+00
7.000000000000000000e+00	-7.135493562246550958e+00
8.000000000000000000e+00	-8.770823363412757701e+00
9.000000000000000000e+00	-9.800744829680244408e+00
1.000000000000000000e+01	-9.382917678447650900e+00
1.100000000000000000e+01	-8.436336987955328937e+00
1.200000000000000000e+01	-5.918442122372566949e+00
1.300000000000000000e+01	-3.397798398675989873e+00
1.400000000000000000e+01	-8.236015935518847808e-01
1.500000000000000000e+01	2.170493432260018007e+00
1.600000000000000000e+01	-9.512294245007140159e-01
1.700000000000000000e+01	-1.206391523010664768e+00
1.800000000000000000e+01	3.500916588486955305e-01
1.900000000000000000e+01	1.644338942292610239e-01
2.000000000000000000e+01	1.773750194374575262e+00
2.100000000000000000e+01	-9.512294245007140159e-01
2.200000000000000000e+01	-2.342344599820578743e+00
2.300000000000000000e+01	-3.572223025697782273e+00
2.400000000000000000e+01	-4.023227708611177178e+00
2.500000000000000000e+01	-4.118222231770607422e+00
2.600000000000000000e+01	-3.131510064646076508e+00
2.700000000000000000e+01	-1.766003195509238122e+00
2.800000000000000000e+01	-5.662369860368092755e-01
2.900000000000000000e+01	4.089332965985849055e-01
3.000000000000000000e+01	9.715044812484199266e-01
3.100000000000000000e+01	2.388042089962343351e+00
3.200000000000000000e+01	-9.512294245007140159e-01
3.300000000000000000e+01	-8.011917555918341982e-01
3.400000000000000000e+01	1.037101459056151143e-01
3.500000000000000000e+01	2.287521650956096941e+00
3.600000000000000000e+01	-9.512294245007140159e-01
3.700000000000000000e+01	-8.011917555918341982e-01
3.800000000000000000e+01	-1.011174806571799367e+00
3.900000000000000000e+01	-2.909976572814708673e-01
4.000000000000000000e+01	2.495528478722048416e+00
4.100000000000000000e+01	-9.512294245007140159e-01
4.200000000000000000e+01	1.020469172592190610e+00
4.300000000000000000e+01	-9.512294245007140159e-01
4.400000000000000000e+01	-1.152567383462459460e-01
4.500000000000000000e+01	-4.869681853547274120e-01
4.600000000000000000e+01	-3.386013955873747316e-01
4.700000000000000000e+01	-8.763645061085215682e-01
4.800000000000000000e+01	4.867705030138126387e-01
4.900000000000000000e+01	1.309969717917830678e+00
5.000000000000000000e+01	-9.512294245007140159e-01
5.100000000000000000e+01	-1.632432248890517412e+00
5.200000000000000000e+01	-1.453033213395195755e+00
5.300000000000000000e+01	-9.365085210739969579e-01
5.400000000000000000e+01	-1.248327239890634210e+00
5.500000000000000000e+01	-1.275394395188849117e-01
5.600000000000000000e+01	7.155004172108055949e-01
5.700000000000000000e+01	3.074496413542191497e+00
5.800000000000000000e+01	-9.512294245007140159e-01
5.900000000000000000e+01	-9.150657053325039758e-02
6.000000000000000000e+01	6.816595798264495354e-01
6.100000000000000000e+01	3.057427047348125981e+00
6.200000000000000000e+01	-9.512294245007140159e-01
6.300000000000000000e+01	-9.150657053325039758e-02
6.400000000000000000e+01	6.816595798264495354e-01
6.500000000000000000e+01	2.347741862289542070e+00
6.600000000000000000e+01	-9.512294245007140159e-01
6.700000000000000000e+01	-8.011917555918341982e-01
6.800000000000000000e+01	-3.014896215132156776e-01
6.900000000000000000e+01	1.852599941847442588e-01
7.000000000000000000e+01	2.820071633767185393e+00
7.100000000000000000e+01	-9.512294245007140159e-01
7.200000000000000000e+01	7.968345789460342665e-01
7.300000000000000000e+01	1.912306506119017868e+00
7.400000000000000000e+01	-9.512294245007140159e-01
7.500000000000000000e+01	-3.128993966845244223e+00
7.600000000000000000e+01	-4.235952402403361461e+00
7.700000000000000000e+01	-5.662260818607942170e+00
7.800000000000000000e+01	-5.344776633666272758e+00
7.900000000000000000e+01	-4.360728275648031449e+00
8.000000000000000000e+01	-1.753768647741778874e+00
8.100000000000000000e+01	8.628211457413250685e-01
8.200000000000000000e+01	3.944639905782079126e+00
8.300000000000000000e+01	-9.512294245007140159e-01
8.400000000000000000e+01	-1.551808590768397833e+00
8.500000000000000000e+01	-9.361429573475228416e-01
8.600000000000000000e+01	-2.587552822304567401e-01
8.700000000000000000e+01	5.613089164107972762e-01
8.800000000000000000e+01	2.845907833787422625e+00
8.900000000000000000e+01	-9.512294245007140159e-01
