x	y
0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	-9.512294245007140159e-01
2.000000000000000000e+00	-4.983311705816468873e+00
3.000000000000000000e+00	-1.017629032062789385e+01
4.000000000000000000e+00	-1.709772228989135456e+01
5.000000000000000000e+00	-2.468750111175357276e+01
6.000000000000000000e+00	-3.603432157048001017e+01
7.000000000000000000e+00	-5.070058237556637692e+01
8.000000000000000000e+00	-6.931420557253757408e+01
9.000000000000000000e+00	-8.858321050688347498e+01
1.000000000000000000e+01	-1.067749421994030143e+02
1.100000000000000000e+01	-1.251722212755008883e+02
1.200000000000000000e+01	-1.476014206851960751e+02
1.300000000000000000e+01	-1.653685497400554993e+02
1.400000000000000000e+01	-1.896974781004918782e+02
1.500000000000000000e+01	-2.139976352831547786e+02
1.600000000000000000e+01	-2.359683119530275519e+02
1.700000000000000000e+01	-2.540873638763225699e+02
1.800000000000000000e+01	-2.737259204613638985e+02
1.900000000000000000e+01	-2.984414501583715946e+02
2.000000000000000000e+01	-3.248049888164518393e+02
2.100000000000000000e+01	-3.510622123690043281e+02
2.200000000000000000e+01	-3.834221019921306493e+02
2.300000000000000000e+01	-4.099141013453901223e+02
2.400000000000000000e+01	-4.314166985576550815e+02
2.500000000000000000e+01	-4.535690471483783881e+02
2.600000000000000000e+01	-4.819332043620680111e+02
2.700000000000000000e+01	-5.087445770997157410e+02
2.800000000000000000e+01	-5.329103936131780301e+02
2.900000000000000000e+01	-5.553650930654544027e+02
3.000000000000000000e+01	-5.798541781411802276e+02
3.100000000000000000e+01	-6.029544206614705217e+02
3.200000000000000000e+01	-6.263448159786091765e+02
3.300000000000000000e+01	-6.481735891839729220e+02
3.400000000000000000e+01	-6.708310168384575718e+02
3.500000000000000000e+01	-6.938505781289971992e+02
3.600000000000000000e+01	-7.165263592795503200e+02
3.700000000000000000e+01	-7.414795097469279881e+02
3.800000000000000000e+01	-7.659346545876604750e+02
3.900000000000000000e+01	-7.915553234726990013e+02
4.000000000000000000e+01	-8.190525112024122336e+02
4.100000000000000000e+01	-8.490697945225734884e+02
4.200000000000000000e+01	-8.785128224070755323e+02
4.300000000000000000e+01	-9.051256429378654502e+02
4.400000000000000000e+01	-9.341535112851224767e+02
4.500000000000000000e+01	-9.636711172722194760e+02
4.600000000000000000e+01	-9.872308885351127401e+02
4.700000000000000000e+01	-1.010561312281980804e+03
4.800000000000000000e+01	-1.034765037330278119e+03
4.900000000000000000e+01	-1.057985326482341861e+03
5.000000000000000000e+01	-1.086140677151779073e+03
5.100000000000000000e+01	-1.110853927366760445e+03
5.200000000000000000e+01	-1.134533371671092254e+03
5.300000000000000000e+01	-1.163474082336304946e+03
5.400000000000000000e+01	-1.188909032699698173e+03
5.500000000000000000e+01	-1.216506184833896441e+03
5.600000000000000000e+01	-1.241611679077054305e+03
5.700000000000000000e+01	-1.267032629291400553e+03
5.800000000000000000e+01	-1.293259394838796879e+03
5.900000000000000000e+01	-1.316014514426715778e+03
6.000000000000000000e+01	-1.340697818290303303e+03
6.100000000000000000e+01	-1.363506206978697037e+03
6.200000000000000000e+01	-1.385248076918420111e+03
6.300000000000000000e+01	-1.407190020863754171e+03
6.400000000000000000e+01	-1.429527334737001638e+03
6.500000000000000000e+01	-1.449657264069411895e+03
6.600000000000000000e+01	-1.472721538509656739e+03
6.700000000000000000e+01	-1.501874088967181478e+03
6.800000000000000000e+01	-1.525965542527825164e+03
6.900000000000000000e+01	-1.553898618987935606e+03
7.000000000000000000e+01	-1.582679779470184485e+03
7.100000000000000000e+01	-1.611727461830962739e+03
7.200000000000000000e+01	-1.638006452508864413e+03
7.300000000000000000e+01	-1.663477054894857019e+03
7.400000000000000000e+01	-1.686383581428946172e+03
7.500000000000000000e+01	-1.708807666087050166e+03
7.600000000000000000e+01	-1.736109027837800568e+03
7.700000000000000000e+01	-1.764758026564675674e+03
7.800000000000000000e+01	-1.796953562584103338e+03
7.900000000000000000e+01	-1.823350313643303480e+03
8.000000000000000000e+01	-1.851140529922088263e+03
8.100000000000000000e+01	-1.877371762462268180e+03
8.200000000000000000e+01	-1.902909406558397905e+03
8.300000000000000000e+01	-1.924786022230494609e+03
8.400000000000000000e+01	-1.947200061903492724e+03
8.500000000000000000e+01	-1.973933042093964787e+03
8.600000000000000000e+01	-2.006805600169449690e+03
8.700000000000000000e+01	-2.031164617389412115e+03
8.800000000000000000e+01	-2.047142739142241226e+03
8.900000000000000000e+01	-2.061026945740981319e+03
