x	y
0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	-9.512294245007140159e-01
2.000000000000000000e+00	-1.856066842536673533e+00
3.000000000000000000e+00	-2.716774818961731341e+00
4.000000000000000000e+00	-6.330232466490652854e+00
5.000000000000000000e+00	-1.098065629043913027e+01
6.000000000000000000e+00	-1.855954702972154990e+01
7.000000000000000000e+00	-2.690840675816347982e+01
8.000000000000000000e+00	-3.721870756500139521e+01
9.000000000000000000e+00	-4.760636694837075567e+01
1.000000000000000000e+01	-5.924384640075980712e+01
1.100000000000000000e+01	-7.091970619895037942e+01
1.200000000000000000e+01	-8.416411052317634756e+01
1.300000000000000000e+01	-9.796205154337967258e+01
1.400000000000000000e+01	-1.127168601424541379e+02
1.500000000000000000e+01	-1.282684416511253858e+02
1.600000000000000000e+01	-1.447360549765198527e+02
1.700000000000000000e+01	-1.618291248842629670e+02
1.800000000000000000e+01	-1.793261101373936128e+02
1.900000000000000000e+01	-1.967353948700687738e+02
2.000000000000000000e+01	-2.148485535739378065e+02
2.100000000000000000e+01	-2.322550850716452544e+02
2.200000000000000000e+01	-2.501150615679658245e+02
2.300000000000000000e+01	-2.671699648917181662e+02
2.400000000000000000e+01	-2.853272272939766481e+02
2.500000000000000000e+01	-3.024437075282698970e+02
2.600000000000000000e+01	-3.210583444134474576e+02
2.700000000000000000e+01	-3.387775621049926258e+02
2.800000000000000000e+01	-3.573425447363205762e+02
2.900000000000000000e+01	-3.747066413205191679e+02
3.000000000000000000e+01	-3.928015770636250181e+02
3.100000000000000000e+01	-4.103476773837839460e+02
3.200000000000000000e+01	-4.284860960765485629e+02
3.300000000000000000e+01	-4.464191462038903637e+02
3.400000000000000000e+01	-4.645755018693222382e+02
3.500000000000000000e+01	-4.823494180113995640e+02
3.600000000000000000e+01	-5.004895524982814550e+02
3.700000000000000000e+01	-5.183167307937094392e+02
3.800000000000000000e+01	-5.368241651311382157e+02
3.900000000000000000e+01	-5.547117179816187900e+02
4.000000000000000000e+01	-5.732680102798975668e+02
4.100000000000000000e+01	-5.908142092304832431e+02
4.200000000000000000e+01	-6.095398331334577051e+02
4.300000000000000000e+01	-6.274841805114242561e+02
4.400000000000000000e+01	-6.460102888335394482e+02
4.500000000000000000e+01	-6.634907385925325798e+02
4.600000000000000000e+01	-6.810384546158010153e+02
4.700000000000000000e+01	-6.984727935686336195e+02
4.800000000000000000e+01	-7.159170543360180545e+02
4.900000000000000000e+01	-7.337344480605337367e+02
5.000000000000000000e+01	-7.517549131392335084e+02
5.100000000000000000e+01	-7.692390610493495160e+02
5.200000000000000000e+01	-7.874800627439279879e+02
5.300000000000000000e+01	-8.044871539959859774e+02
5.400000000000000000e+01	-8.222297359028440269e+02
5.500000000000000000e+01	-8.394418102409704261e+02
5.600000000000000000e+01	-8.572814009236475385e+02
5.700000000000000000e+01	-8.749557561505366721e+02
5.800000000000000000e+01	-8.933882575399816233e+02
5.900000000000000000e+01	-9.116652630009597260e+02
6.000000000000000000e+01	-9.306500796553905275e+02
6.100000000000000000e+01	-9.494099010650471655e+02
6.200000000000000000e+01	-9.688001787428606804e+02
6.300000000000000000e+01	-9.878957690177178392e+02
6.400000000000000000e+01	-1.007558413663611418e+03
6.500000000000000000e+01	-1.026865448645108927e+03
6.600000000000000000e+01	-1.046692518573550387e+03
6.700000000000000000e+01	-1.066126291456438821e+03
6.800000000000000000e+01	-1.086059267099979934e+03
6.900000000000000000e+01	-1.104911498263821613e+03
7.000000000000000000e+01	-1.124362775551464892e+03
7.100000000000000000e+01	-1.143113539885283899e+03
7.200000000000000000e+01	-1.162144832201873896e+03
7.300000000000000000e+01	-1.180871734985250669e+03
7.400000000000000000e+01	-1.199399996057237104e+03
7.500000000000000000e+01	-1.218103099916378824e+03
7.600000000000000000e+01	-1.236831519641871409e+03
7.700000000000000000e+01	-1.255318668277566530e+03
7.800000000000000000e+01	-1.274165004413699762e+03
7.900000000000000000e+01	-1.291963592616506503e+03
8.000000000000000000e+01	-1.310249981975227456e+03
8.100000000000000000e+01	-1.328101148362378353e+03
8.200000000000000000e+01	-1.346723313544960774e+03
8.300000000000000000e+01	-1.365012024020355511e+03
8.400000000000000000e+01	-1.383419394124405017e+03
8.500000000000000000e+01	-1.401365256231895728e+03
8.600000000000000000e+01	-1.419390541872794529e+03
8.700000000000000000e+01	-1.436817261676303588e+03
8.800000000000000000e+01	-1.454015856015168538e+03
8.900000000000000000e+01	-1.470830385395015128e+03
