x	y
0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	-9.512294245007140159e-01
2.000000000000000000e+00	-3.431637436956533094e+01
3.000000000000000000e+00	-8.014536700562256044e+01
4.000000000000000000e+00	-1.432653775686583515e+02
5.000000000000000000e+00	-2.233144600218812172e+02
6.000000000000000000e+00	-3.136397677167973370e+02
7.000000000000000000e+00	-4.166628584199668239e+02
8.000000000000000000e+00	-5.412423570769924481e+02
9.000000000000000000e+00	-6.774848415863006039e+02
1.000000000000000000e+01	-8.208876121828250234e+02
1.100000000000000000e+01	-9.685084123246754189e+02
1.200000000000000000e+01	-1.114658387231059805e+03
1.300000000000000000e+01	-1.263950622717535452e+03
1.400000000000000000e+01	-1.419832720152738830e+03
1.500000000000000000e+01	-1.576664414802544115e+03
1.600000000000000000e+01	-1.743187076745110062e+03
1.700000000000000000e+01	-1.909472163696746520e+03
1.800000000000000000e+01	-2.080009570866587183e+03
1.900000000000000000e+01	-2.242681629023651567e+03
2.000000000000000000e+01	-2.416675962120977601e+03
2.100000000000000000e+01	-2.585540930252673661e+03
2.200000000000000000e+01	-2.748372325234002346e+03
2.300000000000000000e+01	-2.912337845641086460e+03
2.400000000000000000e+01	-3.071064241042671256e+03
2.500000000000000000e+01	-3.235733100567817019e+03
2.600000000000000000e+01	-3.404182552907040645e+03
2.700000000000000000e+01	-3.571379772593676080e+03
2.800000000000000000e+01	-3.739621860773268963e+03
2.900000000000000000e+01	-3.902324085788783577e+03
3.000000000000000000e+01	-4.073632703404054610e+03
3.100000000000000000e+01	-4.249545699151847657e+03
3.200000000000000000e+01	-4.418200570918264020e+03
3.300000000000000000e+01	-4.587103160723773726e+03
3.400000000000000000e+01	-4.759367161650844537e+03
3.500000000000000000e+01	-4.931520800555796086e+03
3.600000000000000000e+01	-5.101192892996024966e+03
3.700000000000000000e+01	-5.273292550302468953e+03
3.800000000000000000e+01	-5.445779215143938018e+03
3.900000000000000000e+01	-5.617556816392388100e+03
4.000000000000000000e+01	-5.788287872854772104e+03
4.100000000000000000e+01	-5.958483133763783371e+03
4.200000000000000000e+01	-6.132568038137945223e+03
4.300000000000000000e+01	-6.299967674077330230e+03
4.400000000000000000e+01	-6.470730085304795466e+03
4.500000000000000000e+01	-6.641125807359392638e+03
4.600000000000000000e+01	-6.809356671135601573e+03
4.700000000000000000e+01	-6.980047596618173884e+03
4.800000000000000000e+01	-7.151944373234455270e+03
4.900000000000000000e+01	-7.326952958781342204e+03
5.000000000000000000e+01	-7.498792584507442371e+03
5.100000000000000000e+01	-7.668434555514932072e+03
5.200000000000000000e+01	-7.836749691092297326e+03
5.300000000000000000e+01	-8.000491479736409929e+03
5.400000000000000000e+01	-8.169775890474340486e+03
5.500000000000000000e+01	-8.344522397000357159e+03
5.600000000000000000e+01	-8.519947071823371516e+03
5.700000000000000000e+01	-8.685295984965854586e+03
5.800000000000000000e+01	-8.855960849660725216e+03
5.900000000000000000e+01	-9.032566944404048627e+03
6.000000000000000000e+01	-9.207259753967664437e+03
6.100000000000000000e+01	-9.377344200129611636e+03
6.200000000000000000e+01	-9.539679438048638985e+03
6.300000000000000000e+01	-9.703274693880199266e+03
6.400000000000000000e+01	-9.870456170502669920e+03
6.500000000000000000e+01	-1.004198916118408124e+04
6.600000000000000000e+01	-1.022318931945818076e+04
6.700000000000000000e+01	-1.039657603128556548e+04
6.800000000000000000e+01	-1.056849546420793922e+04
6.900000000000000000e+01	-1.073656398038569569e+04
7.000000000000000000e+01	-1.090114488967539546e+04
7.100000000000000000e+01	-1.106892565797870884e+04
7.200000000000000000e+01	-1.123741382226241876e+04
7.300000000000000000e+01	-1.140625624464965767e+04
7.400000000000000000e+01	-1.157259238068498780e+04
7.500000000000000000e+01	-1.174260676292621429e+04
7.600000000000000000e+01	-1.191304021958423255e+04
7.700000000000000000e+01	-1.208477536120371224e+04
7.800000000000000000e+01	-1.225344545762849884e+04
7.900000000000000000e+01	-1.242170851024443255e+04
8.000000000000000000e+01	-1.258830980150933101e+04
8.100000000000000000e+01	-1.275013663413158065e+04
8.200000000000000000e+01	-1.292731505483870933e+04
8.300000000000000000e+01	-1.310681913646607609e+04
8.400000000000000000e+01	-1.327832942472261129e+04
8.500000000000000000e+01	-1.344642785912154432e+04
8.600000000000000000e+01	-1.361829532161585848e+04
8.700000000000000000e+01	-1.378985943106476589e+04
8.800000000000000000e+01	-1.395844553291139891e+04
8.900000000000000000e+01	-1.412210599775031187e+04
