x	y
0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	-9.512294245007140159e-01
2.000000000000000000e+00	-5.264928871086854656e+01
3.000000000000000000e+00	-1.238754440217994670e+02
4.000000000000000000e+00	-2.300663445863810068e+02
5.000000000000000000e+00	-3.700401747992986543e+02
6.000000000000000000e+00	-5.542180598013595727e+02
7.000000000000000000e+00	-7.646787743084242948e+02
8.000000000000000000e+00	-9.980451103526703491e+02
9.000000000000000000e+00	-1.243980951334070141e+03
1.000000000000000000e+01	-1.513392179006546939e+03
1.100000000000000000e+01	-1.789657062510297692e+03
1.200000000000000000e+01	-2.082423533459930695e+03
1.300000000000000000e+01	-2.387407728290241721e+03
1.400000000000000000e+01	-2.702025510307227705e+03
1.500000000000000000e+01	-3.018784379621411972e+03
1.600000000000000000e+01	-3.333080377623283312e+03
1.700000000000000000e+01	-3.659717820195120112e+03
1.800000000000000000e+01	-3.996397231524440940e+03
1.900000000000000000e+01	-4.329810525881006470e+03
2.000000000000000000e+01	-4.659518894324165558e+03
2.100000000000000000e+01	-4.995691833221036177e+03
2.200000000000000000e+01	-5.336452895706761410e+03
2.300000000000000000e+01	-5.674950740414055872e+03
2.400000000000000000e+01	-6.015324624995751947e+03
2.500000000000000000e+01	-6.356354454840353355e+03
2.600000000000000000e+01	-6.695014108603718341e+03
2.700000000000000000e+01	-7.034449590847404579e+03
2.800000000000000000e+01	-7.377217486875955728e+03
2.900000000000000000e+01	-7.716050195068085486e+03
3.000000000000000000e+01	-8.045975073558064651e+03
3.100000000000000000e+01	-8.392079019111915841e+03
3.200000000000000000e+01	-8.737625498657263961e+03
3.300000000000000000e+01	-9.073501143099263572e+03
3.400000000000000000e+01	-9.416013764994982921e+03
3.500000000000000000e+01	-9.765781043310444147e+03
3.600000000000000000e+01	-1.010573588713032768e+04
3.700000000000000000e+01	-1.044149517494939573e+04
3.800000000000000000e+01	-1.077437615717244080e+04
3.900000000000000000e+01	-1.111383999869727631e+04
4.000000000000000000e+01	-1.145645783861978634e+04
4.100000000000000000e+01	-1.180691850725208496e+04
4.200000000000000000e+01	-1.214917303434910536e+04
4.300000000000000000e+01	-1.248856888482375871e+04
4.400000000000000000e+01	-1.282809019955506119e+04
4.500000000000000000e+01	-1.317164312333075577e+04
4.600000000000000000e+01	-1.351895255427924349e+04
4.700000000000000000e+01	-1.386916819688041869e+04
4.800000000000000000e+01	-1.421443626834975112e+04
4.900000000000000000e+01	-1.455521951206024460e+04
5.000000000000000000e+01	-1.490172187288586429e+04
5.100000000000000000e+01	-1.524459987632587399e+04
5.200000000000000000e+01	-1.558792570811437872e+04
5.300000000000000000e+01	-1.592545163973162198e+04
5.400000000000000000e+01	-1.626613390888357389e+04
5.500000000000000000e+01	-1.660107914287691528e+04
5.600000000000000000e+01	-1.693070220193578280e+04
5.700000000000000000e+01	-1.727006861070127707e+04
5.800000000000000000e+01	-1.760474942070287943e+04
5.900000000000000000e+01	-1.795454952641870841e+04
6.000000000000000000e+01	-1.830380981927995163e+04
6.100000000000000000e+01	-1.864923675008500504e+04
6.200000000000000000e+01	-1.899387263786487529e+04
6.300000000000000000e+01	-1.934245733168799779e+04
6.400000000000000000e+01	-1.967898030822839064e+04
6.500000000000000000e+01	-2.001671779114420860e+04
6.600000000000000000e+01	-2.036211926333224983e+04
6.700000000000000000e+01	-2.070365384769627053e+04
6.800000000000000000e+01	-2.104722135336313295e+04
6.900000000000000000e+01	-2.138790478956979132e+04
7.000000000000000000e+01	-2.172694060872246700e+04
7.100000000000000000e+01	-2.206596234429918331e+04
7.200000000000000000e+01	-2.240165171571747851e+04
7.300000000000000000e+01	-2.273664156130275660e+04
7.400000000000000000e+01	-2.308008623351762435e+04
7.500000000000000000e+01	-2.341873488436601474e+04
7.600000000000000000e+01	-2.377370229483998992e+04
7.700000000000000000e+01	-2.412856706947780185e+04
7.800000000000000000e+01	-2.447508360506073586e+04
7.900000000000000000e+01	-2.481478281088139920e+04
8.000000000000000000e+01	-2.515694886338732977e+04
8.100000000000000000e+01	-2.549616263375017661e+04
8.200000000000000000e+01	-2.583911230414374950e+04
8.300000000000000000e+01	-2.617779305775180910e+04
8.400000000000000000e+01	-2.651831658257084200e+04
8.500000000000000000e+01	-2.685007578485731938e+04
8.600000000000000000e+01	-2.718167935778088213e+04
8.700000000000000000e+01	-2.751513259300389473e+04
8.800000000000000000e+01	-2.783542554386357369e+04
8.900000000000000000e+01	-2.815156669847419471e+04
