x	y
0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	-9.512294245007140159e-01
2.000000000000000000e+00	-1.856066842536673533e+00
3.000000000000000000e+00	-2.716774818961731341e+00
4.000000000000000000e+00	-1.343472356211759156e+01
5.000000000000000000e+00	-2.792722228581728672e+01
6.000000000000000000e+00	-5.288921597376702977e+01
7.000000000000000000e+00	-8.067036779793538415e+01
8.000000000000000000e+00	-1.152828723889413851e+02
9.000000000000000000e+00	-1.508090899813890644e+02
1.000000000000000000e+01	-1.927886711269609918e+02
1.100000000000000000e+01	-2.351021643393492582e+02
1.200000000000000000e+01	-2.828774248519740127e+02
1.300000000000000000e+01	-3.313783735309833105e+02
1.400000000000000000e+01	-3.836630992789234824e+02
1.500000000000000000e+01	-4.368062373623238841e+02
1.600000000000000000e+01	-4.933887093864763642e+02
1.700000000000000000e+01	-5.502898827819348071e+02
1.800000000000000000e+01	-6.101216426282119301e+02
1.900000000000000000e+01	-6.676917055296463559e+02
2.000000000000000000e+01	-7.282337984190688758e+02
2.100000000000000000e+01	-7.869591143300925751e+02
2.200000000000000000e+01	-8.476105276284886259e+02
2.300000000000000000e+01	-9.059393982205231168e+02
2.400000000000000000e+01	-9.673089789994294279e+02
2.500000000000000000e+01	-1.024792400960023542e+03
2.600000000000000000e+01	-1.086675270981868834e+03
2.700000000000000000e+01	-1.145267339403400911e+03
2.800000000000000000e+01	-1.207120792272861763e+03
2.900000000000000000e+01	-1.265146800187946610e+03
3.000000000000000000e+01	-1.326228425857231969e+03
3.100000000000000000e+01	-1.384772214756195808e+03
3.200000000000000000e+01	-1.445375541092472531e+03
3.300000000000000000e+01	-1.503880411623142209e+03
3.400000000000000000e+01	-1.563962979521560783e+03
3.500000000000000000e+01	-1.621763610258652761e+03
3.600000000000000000e+01	-1.682559710281240541e+03
3.700000000000000000e+01	-1.741686892420969571e+03
3.800000000000000000e+01	-1.803243059095628496e+03
3.900000000000000000e+01	-1.861891653269932931e+03
4.000000000000000000e+01	-1.924718706717682153e+03
4.100000000000000000e+01	-1.983299340720495820e+03
4.200000000000000000e+01	-2.046747542120055869e+03
4.300000000000000000e+01	-2.106226870852759021e+03
4.400000000000000000e+01	-2.169297981762123527e+03
4.500000000000000000e+01	-2.227832244466353586e+03
4.600000000000000000e+01	-2.288212769810070768e+03
4.700000000000000000e+01	-2.345687648442687987e+03
4.800000000000000000e+01	-2.405166855219433273e+03
4.900000000000000000e+01	-2.463252900197031977e+03
5.000000000000000000e+01	-2.523347530588394875e+03
5.100000000000000000e+01	-2.582071408058440738e+03
5.200000000000000000e+01	-2.643343767338409634e+03
5.300000000000000000e+01	-2.700466176471471954e+03
5.400000000000000000e+01	-2.759920727654036455e+03
5.500000000000000000e+01	-2.817248992434236243e+03
5.600000000000000000e+01	-2.876949556893940098e+03
5.700000000000000000e+01	-2.935426590192683307e+03
5.800000000000000000e+01	-2.996599420487880707e+03
5.900000000000000000e+01	-3.056573028534729474e+03
6.000000000000000000e+01	-3.119119078683801945e+03
6.100000000000000000e+01	-3.180295364918245923e+03
6.200000000000000000e+01	-3.243852623081374077e+03
6.300000000000000000e+01	-3.305865401294229741e+03
6.400000000000000000e+01	-3.370102152535626828e+03
6.500000000000000000e+01	-3.431998790964299133e+03
6.600000000000000000e+01	-3.495756235984643354e+03
6.700000000000000000e+01	-3.557045848298955207e+03
6.800000000000000000e+01	-3.620847433326420287e+03
6.900000000000000000e+01	-3.681154508511818221e+03
7.000000000000000000e+01	-3.744982127898264025e+03
7.100000000000000000e+01	-3.805704867648752952e+03
7.200000000000000000e+01	-3.868730197386675172e+03
7.300000000000000000e+01	-3.929517420653126919e+03
7.400000000000000000e+01	-3.991687218973997915e+03
7.500000000000000000e+01	-4.051927293082557753e+03
7.600000000000000000e+01	-4.113732913684308187e+03
7.700000000000000000e+01	-4.172365187291839902e+03
7.800000000000000000e+01	-4.234135220292851955e+03
7.900000000000000000e+01	-4.292894721161286725e+03
8.000000000000000000e+01	-4.354075561704279608e+03
8.100000000000000000e+01	-4.413325075031219058e+03
8.200000000000000000e+01	-4.474816051272113327e+03
8.300000000000000000e+01	-4.534254891784341453e+03
8.400000000000000000e+01	-4.595193378664143893e+03
8.500000000000000000e+01	-4.653736938884725532e+03
8.600000000000000000e+01	-4.713033973553521719e+03
8.700000000000000000e+01	-4.770432684840163347e+03
8.800000000000000000e+01	-4.829652520037598151e+03
8.900000000000000000e+01	-4.886751478686112932e+03
