x	y
0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	-9.512294245007140159e-01
2.000000000000000000e+00	-1.856066842536673533e+00
3.000000000000000000e+00	-2.716774818961731341e+00
4.000000000000000000e+00	-6.755244617659187156e+00
5.000000000000000000e+00	-1.199445113818672226e+01
6.000000000000000000e+00	-2.061325168645530326e+01
7.000000000000000000e+00	-3.012460991824868373e+01
8.000000000000000000e+00	-4.047640730254616415e+01
9.000000000000000000e+00	-5.149755573337927217e+01
1.000000000000000000e+01	-6.299474307013661445e+01
1.100000000000000000e+01	-7.463821184586466018e+01
1.200000000000000000e+01	-8.720782897111148202e+01
1.300000000000000000e+01	-1.009250803434707677e+02
1.400000000000000000e+01	-1.154730522499941685e+02
1.500000000000000000e+01	-1.313326428053819086e+02
1.600000000000000000e+01	-1.479108517939943397e+02
1.700000000000000000e+01	-1.655680715094530058e+02
1.800000000000000000e+01	-1.824184519745499529e+02
1.900000000000000000e+01	-1.993412710329602362e+02
2.000000000000000000e+01	-2.154276679433893378e+02
2.100000000000000000e+01	-2.317589954061491255e+02
2.200000000000000000e+01	-2.480091018872527115e+02
2.300000000000000000e+01	-2.648444347745698337e+02
2.400000000000000000e+01	-2.820978550461532564e+02
2.500000000000000000e+01	-2.980659320876520155e+02
2.600000000000000000e+01	-3.156592243526805532e+02
2.700000000000000000e+01	-3.325060084853522540e+02
2.800000000000000000e+01	-3.507698426643815424e+02
2.900000000000000000e+01	-3.681288572613657948e+02
3.000000000000000000e+01	-3.867840173752359760e+02
3.100000000000000000e+01	-4.048262321811753282e+02
3.200000000000000000e+01	-4.222259877281192644e+02
3.300000000000000000e+01	-4.390788494934352570e+02
3.400000000000000000e+01	-4.556747313722602257e+02
3.500000000000000000e+01	-4.719745717739102702e+02
3.600000000000000000e+01	-4.878122826361675948e+02
3.700000000000000000e+01	-5.033284199588357524e+02
3.800000000000000000e+01	-5.185548621155062392e+02
3.900000000000000000e+01	-5.327118219723505490e+02
4.000000000000000000e+01	-5.482344592123710072e+02
4.100000000000000000e+01	-5.631803470714382911e+02
4.200000000000000000e+01	-5.800382908542267160e+02
4.300000000000000000e+01	-5.964635102214871267e+02
4.400000000000000000e+01	-6.143528058899210009e+02
4.500000000000000000e+01	-6.315080228220768959e+02
4.600000000000000000e+01	-6.479051190686499240e+02
4.700000000000000000e+01	-6.639203796250862979e+02
4.800000000000000000e+01	-6.796866453174629896e+02
4.900000000000000000e+01	-6.962498202226726107e+02
5.000000000000000000e+01	-7.119414588516000322e+02
5.100000000000000000e+01	-7.287621854924966556e+02
5.200000000000000000e+01	-7.453559572555961950e+02
5.300000000000000000e+01	-7.604017556452910185e+02
5.400000000000000000e+01	-7.755026307371123266e+02
5.500000000000000000e+01	-7.908238024753489981e+02
5.600000000000000000e+01	-8.061306829316089306e+02
5.700000000000000000e+01	-8.224921749425147937e+02
5.800000000000000000e+01	-8.391418053910236949e+02
5.900000000000000000e+01	-8.568716771041067659e+02
6.000000000000000000e+01	-8.747811190338973120e+02
6.100000000000000000e+01	-8.936167591546243330e+02
6.200000000000000000e+01	-9.124558934270064583e+02
6.300000000000000000e+01	-9.320577734829890915e+02
6.400000000000000000e+01	-9.515194450940200568e+02
6.500000000000000000e+01	-9.704912792779512074e+02
6.600000000000000000e+01	-9.887850866879916794e+02
6.700000000000000000e+01	-1.006436011400204166e+03
6.800000000000000000e+01	-1.024585872679143449e+03
6.900000000000000000e+01	-1.042268819981695060e+03
7.000000000000000000e+01	-1.059663537253242112e+03
7.100000000000000000e+01	-1.077539611835414689e+03
7.200000000000000000e+01	-1.094673456957576036e+03
7.300000000000000000e+01	-1.112983646220627861e+03
7.400000000000000000e+01	-1.130456681401863079e+03
7.500000000000000000e+01	-1.148291074474119569e+03
7.600000000000000000e+01	-1.164936604454673670e+03
7.700000000000000000e+01	-1.180965230249103570e+03
7.800000000000000000e+01	-1.197514679653469102e+03
7.900000000000000000e+01	-1.213759021989203120e+03
8.000000000000000000e+01	-1.230272074680464584e+03
8.100000000000000000e+01	-1.247249235512074392e+03
8.200000000000000000e+01	-1.263673421968036337e+03
8.300000000000000000e+01	-1.280171114758509020e+03
8.400000000000000000e+01	-1.296717715130205306e+03
8.500000000000000000e+01	-1.313115994184699275e+03
8.600000000000000000e+01	-1.328330956199932643e+03
8.700000000000000000e+01	-1.344565678367227974e+03
8.800000000000000000e+01	-1.360058122309034388e+03
8.900000000000000000e+01	-1.376879301216089516e+03
